customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6765-56580,Male,1,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),84.62,2369.36,No
5953-40959,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),64.73,2330.28,No
9212-46159,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),76.53,459.18,No
2015-92023,Female,0,Yes,No,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),116.62,1282.82,No
5221-60747,Male,0,Yes,No,38,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,101.87,3871.06,No
1482-82737,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,56.37,1916.58,Yes
5590-39567,Male,0,No,No,67,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.99,5359.33,No
3485-54798,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.85,1143.1,No
7436-96105,Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.29,1893.41,No
3248-21507,Male,0,Yes,No,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.84,4850.4,No
7262-78251,Male,0,No,No,54,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.47,4939.38,No
4726-64700,Male,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),110.15,7600.35,No
4938-85090,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),48.31,434.79,No
3502-65897,Female,0,Yes,Yes,10,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.22,1102.2,Yes
6118-89346,Female,0,No,Yes,68,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),86.15,5858.2,No
6395-68873,Male,0,No,No,58,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),27.76,1610.08,No
9883-27271,Female,0,Yes,Yes,52,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,58.03,3017.56,No
4387-95520,Male,1,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.66,2300.44,No
3270-86156,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),55.25,1933.75,No
9869-99659,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),31.59,1042.47,No
4314-28102,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.16,2405.12,No
6062-78656,Female,1,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,33.18,1824.9,No
3215-66369,Female,0,Yes,No,8,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,111.5,892.0,No
3378-96013,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,106.53,4900.38,No
3589-51614,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,67.52,945.28,No
2111-83051,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),26.77,214.16,Yes
9732-25517,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.22,5340.62,No
4016-51628,Male,0,Yes,Yes,54,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.22,4277.88,No
3384-13864,Male,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.84,2285.64,Yes
6221-64269,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,26.75,374.5,Yes
7737-49760,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,89.21,178.42,No
8258-93472,Female,0,No,No,61,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.28,4653.08,Yes
5485-29917,Male,1,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,37.48,637.16,No
4079-23994,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,32.17,1544.16,No
3155-34215,Male,1,Yes,Yes,8,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.4,715.2,Yes
1429-90213,Male,0,Yes,No,56,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.98,3022.88,No
5372-89377,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.99,2039.83,Yes
4783-88166,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,109.4,7548.6,No
4804-40266,Male,1,Yes,No,12,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.57,918.84,Yes
1427-57089,Female,0,Yes,Yes,38,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,84.17,3198.46,No
2302-72469,Female,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.89,646.02,No
3196-75840,Male,0,No,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,109.4,2844.4,No
8680-95140,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.89,2437.93,Yes
7126-34114,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),72.14,5049.8,No
7348-74414,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.31,4399.71,No
8763-28024,Female,0,Yes,No,42,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),20.63,866.46,No
3683-35330,Male,0,No,No,41,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.43,2846.63,No
4707-14224,Female,0,No,Yes,47,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,82.68,3885.96,No
7694-11967,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.93,503.02,No
5421-64138,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.83,26.83,No
4646-97993,Male,0,Yes,No,17,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.49,1249.33,No
4323-36812,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.75,4111.25,No
2083-33209,Male,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),53.03,2810.59,No
8197-90879,Male,1,No,No,31,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.22,3354.82,Yes
9027-52584,Male,1,Yes,Yes,62,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,50.11,3106.82,No
8496-42346,Male,1,Yes,Yes,8,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,71.65,573.2,No
8005-63066,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.67,1160.1,Yes
1685-89682,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),21.12,1393.92,No
7232-51012,Female,0,No,Yes,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.6,2817.0,No
7457-90151,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),72.69,1308.42,No
9784-78843,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,96.47,4341.15,No
1630-78242,Male,0,Yes,Yes,19,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.88,1232.72,Yes
2791-69193,Male,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,47.87,3255.16,No
8485-15559,Male,1,No,Yes,50,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,80.42,4021.0,No
5025-77987,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.12,1453.0,Yes
9812-61853,Female,0,No,Yes,38,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,43.34,1646.92,No
1643-83098,Female,0,Yes,No,36,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,111.03,3997.08,No
7347-77649,Male,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.67,5009.56,No
1807-34884,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,40.05,2242.8,No
5770-67613,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),87.09,3396.51,No
7521-49918,Male,0,No,No,63,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,100.31,6319.53,No
5684-70469,Female,0,No,Yes,7,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.85,670.95,No
3727-65372,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,4637.1,Yes
5823-90364,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,71.96,4245.64,No
1893-77760,Male,0,Yes,No,48,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),97.73,4691.04,No
3330-70762,Male,1,Yes,Yes,5,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),90.81,454.05,No
8400-21854,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,77.15,2777.4,No
9202-24833,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.77,2144.25,Yes
3945-86735,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,36.86,1658.7,No
9952-27734,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,21.99,417.81,No
7440-64206,Female,1,No,Yes,7,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),113.11,791.77,No
6299-69098,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,113.53,6584.74,Yes
1408-33445,Male,0,No,Yes,66,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,98.8,6520.8,No
8433-87373,Male,0,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,57.23,2231.97,No
4308-69596,Female,1,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,35.08,631.44,Yes
2477-42778,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,55.73,55.73,No
6309-95010,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.62,5835.06,Yes
3686-26193,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,53.52,160.56,No
2494-24963,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.59,2091.39,No
8362-93109,Female,0,Yes,Yes,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.3,2619.0,No
6946-21181,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.0,913.0,Yes
9582-60343,Male,0,Yes,No,22,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),113.02,2486.44,No
9383-90225,Male,1,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.34,6232.38,No
3619-59634,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,91.17,273.51,No
7235-15754,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,39.92,1197.6,No
3799-53934,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.89,5125.05,No
3459-31249,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.71,1537.56,Yes
3369-33444,Female,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),57.26,3664.64,No
1840-64995,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),102.68,5544.72,Yes
6047-50569,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),40.87,2779.16,No
8311-47851,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.86,4193.0,Yes
3960-25408,Female,0,Yes,No,31,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),65.78,2039.18,No
3155-36588,Male,0,Yes,Yes,29,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.4,2389.6,No
1057-91600,Female,0,No,No,59,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),115.81,6832.79,No
5146-11600,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.84,3630.24,No
8514-75225,Female,0,Yes,No,67,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.58,3321.86,No
9169-81237,Female,1,No,No,11,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,25.73,283.03,No
1094-89689,Male,1,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,116.7,1283.7,Yes
9084-41179,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.52,2041.52,Yes
4553-87183,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.31,1977.43,No
8794-69472,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,82.71,1157.94,No
7719-67917,Male,1,Yes,Yes,64,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),24.22,1550.08,No
2300-88802,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.75,387.5,Yes
1107-42075,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),83.26,2581.06,No
9967-46452,Male,0,Yes,Yes,36,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),60.25,2169.0,No
4401-16411,Female,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,52.51,525.1,Yes
4028-29432,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.55,2224.3,No
1902-95626,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,106.64,2132.8,No
6718-14813,Female,0,Yes,No,44,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.86,3865.84,Yes
3381-14250,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.34,4113.08,Yes
5889-53399,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.89,773.01,No
2436-16426,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.57,6359.47,No
2784-64651,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.51,2340.24,No
3920-31146,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,50.7,608.4,Yes
5659-90096,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,31.44,1886.4,No
3906-69682,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,88.19,1411.04,No
6901-14697,Female,0,No,Yes,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.11,931.19,No
2525-49229,Male,0,Yes,Yes,32,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.2,2118.4,No
6289-58309,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.07,1507.45,No
7208-18869,Female,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.21,2288.03,No
8001-82151,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,67.06,3554.18,Yes
2063-48382,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,109.62,2192.4,No
8713-27635,Female,1,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.04,704.32,No
2999-45968,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),37.16,1560.72,No
6393-79081,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,107.94,7555.8,No
7779-78766,Male,0,Yes,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,70.05,1120.8,No
4438-37400,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.43,2789.67,Yes
1953-24326,Male,1,Yes,Yes,53,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.74,3855.22,No
9666-21491,Male,1,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),39.09,1759.05,No
8924-89269,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.73,2893.23,Yes
5705-65974,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.55,603.3,Yes
6185-44034,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),85.86,2833.38,No
9608-85385,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.79,1016.85,Yes
6797-27001,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.64,596.96,No
9132-78118,Female,0,Yes,No,39,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,48.22,1880.58,No
9154-74553,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),117.82,7422.66,No
3947-89876,Male,0,No,No,5,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.29,271.45,No
4812-48074,Female,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.61,4243.72,No
4171-10207,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,69.97,1119.52,No
2936-13143,Male,1,No,No,38,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),22.31,847.78,No
8616-91980,Male,0,No,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.47,6066.91,Yes
2932-37175,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.79,1525.87,Yes
7793-64269,Female,0,No,No,46,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,85.87,3950.02,No
1745-53750,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.1,1516.5,No
6728-83454,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.87,5597.33,No
4478-11480,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.93,5046.5,No
4296-46913,Female,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,93.97,845.73,Yes
5168-18891,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.56,1678.56,Yes
6042-49358,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,109.63,328.89,No
9301-82088,Female,1,No,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),111.24,5228.28,No
6307-10803,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.7,318.5,No
2865-99893,Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.48,4245.76,No
6460-54742,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.56,342.8,No
7488-84569,Female,1,No,No,10,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.89,478.9,Yes
1477-33020,Female,1,No,Yes,63,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.49,1983.87,Yes
4178-53321,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),46.2,1155.0,Yes
6536-98142,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,104.41,4594.04,Yes
8849-72193,Male,1,No,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.31,1857.75,No
1582-94626,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,105.02,3150.6,Yes
3224-73110,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.52,1323.28,No
3545-92208,Female,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),54.86,2358.98,No
8546-80381,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.53,1078.84,Yes
6490-70616,Male,1,No,No,19,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.72,1457.68,No
7782-17342,Male,1,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),113.59,4770.78,No
9537-49235,Male,0,Yes,Yes,20,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.94,2078.8,No
6169-82768,Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,96.38,1060.18,No
